dep,date2,golos
Копитін І.В.,2021-11-21,164
Копитін І.В.,2021-12-05,332
Копитін І.В.,2021-12-19,218
Копитін І.В.,2022-01-30,118
Копитін І.В.,2022-02-06,27
Копитін І.В.,2022-02-20,154
Копитін І.В.,2022-02-27,34
Копитін І.В.,2022-04-24,78
Копитін І.В.,2022-05-08,90
Копитін І.В.,2022-05-15,45
Копитін І.В.,2022-05-22,30
Копитін І.В.,2022-06-05,53
Копитін І.В.,2022-06-19,38
Копитін І.В.,2022-06-26,71
Копитін І.В.,2022-07-03,46
Копитін І.В.,2022-07-10,100
Копитін І.В.,2022-07-24,94
Копитін І.В.,2022-07-31,212
Копитін І.В.,2022-08-21,138
Копитін І.В.,2022-09-04,51
Копитін І.В.,2022-09-11,74
Копитін І.В.,2022-09-25,129
Копитін І.В.,2022-10-09,199
Копитін І.В.,2022-10-23,77
Копитін І.В.,2022-11-06,105
Копитін І.В.,2022-11-20,100
Копитін І.В.,2022-12-04,98
Копитін І.В.,2022-12-18,86
Копитін І.В.,2023-01-15,160
Копитін І.В.,2023-02-12,156
Корнієнко О.С.,2020-12-20,195
Корнієнко О.С.,2021-01-31,199
Корнієнко О.С.,2021-02-07,172
Корнієнко О.С.,2021-02-21,177
Корнієнко О.С.,2021-02-28,4
Корнієнко О.С.,2021-03-07,153
Корнієнко О.С.,2021-03-21,301
Корнієнко О.С.,2021-04-04,51
Корнієнко О.С.,2021-04-18,313
Корнієнко О.С.,2021-05-02,310
Корнієнко О.С.,2021-05-23,261
Корнієнко О.С.,2021-06-06,227
Корнієнко О.С.,2021-06-20,272
Корнієнко О.С.,2021-07-04,330
Корнієнко О.С.,2021-07-18,413
Корнієнко О.С.,2021-07-25,9
Корнієнко О.С.,2021-08-29,4
Корнієнко О.С.,2021-09-12,154
Корнієнко О.С.,2021-09-26,141
Корнієнко О.С.,2021-10-10,106
Корнієнко О.С.,2021-10-24,451
Корнієнко О.С.,2021-11-07,376
Корнієнко О.С.,2021-11-21,163
Корнієнко О.С.,2021-12-05,330
Корнієнко О.С.,2021-12-19,220
Корнієнко О.С.,2022-01-30,112
Корнієнко О.С.,2022-02-06,26
Корнієнко О.С.,2022-02-20,154
Корнієнко О.С.,2022-02-27,34
Корнієнко О.С.,2022-04-24,78
Корнієнко О.С.,2022-05-08,90
Корнієнко О.С.,2022-05-15,45
Корнієнко О.С.,2022-05-22,30
Корнієнко О.С.,2022-06-05,53
Корнієнко О.С.,2022-06-19,38
Корнієнко О.С.,2022-06-26,71
Корнієнко О.С.,2022-07-03,46
Корнієнко О.С.,2022-07-10,100
Корнієнко О.С.,2022-07-24,94
Корнієнко О.С.,2022-07-31,212
Корнієнко О.С.,2022-08-21,138
Корнієнко О.С.,2022-09-04,51
Корнієнко О.С.,2022-09-11,74
Корнієнко О.С.,2022-09-25,129
Корнієнко О.С.,2022-10-09,199
Корнієнко О.С.,2022-10-23,77
Корнієнко О.С.,2022-11-06,105
Корнієнко О.С.,2022-11-20,100
Корнієнко О.С.,2022-12-04,98
Корнієнко О.С.,2022-12-18,86
Корнієнко О.С.,2023-01-15,160
Корнієнко О.С.,2023-02-12,156
Королевська Н.Ю.,2020-12-20,147
Королевська Н.Ю.,2021-01-31,52
Королевська Н.Ю.,2021-02-07,0
Королевська Н.Ю.,2021-02-21,69
Королевська Н.Ю.,2021-02-28,0
Королевська Н.Ю.,2021-03-07,72
Королевська Н.Ю.,2021-03-21,48
Королевська Н.Ю.,2021-04-04,1
Королевська Н.Ю.,2021-04-18,237
Королевська Н.Ю.,2021-05-02,8
Королевська Н.Ю.,2021-05-23,17
Королевська Н.Ю.,2021-06-06,52
Королевська Н.Ю.,2021-06-20,71
Королевська Н.Ю.,2021-07-04,39
Королевська Н.Ю.,2021-07-18,79
Королевська Н.Ю.,2021-07-25,0
Королевська Н.Ю.,2021-08-29,0
Королевська Н.Ю.,2021-09-12,47
Королевська Н.Ю.,2021-09-26,30
Королевська Н.Ю.,2021-10-10,73
Королевська Н.Ю.,2021-10-24,94
Королевська Н.Ю.,2021-11-07,101
Королевська Н.Ю.,2021-11-21,57
Королевська Н.Ю.,2021-12-05,186
Королевська Н.Ю.,2021-12-19,0
Королевська Н.Ю.,2022-01-30,52
Королевська Н.Ю.,2022-02-06,0
Королевська Н.Ю.,2022-02-20,0
Королевська Н.Ю.,2022-02-27,1
Королевська Н.Ю.,2022-04-24,0
Королевська Н.Ю.,2022-05-08,0
Королевська Н.Ю.,2022-05-15,0
Королевська Н.Ю.,2022-05-22,0
Королевська Н.Ю.,2022-06-05,0
Королевська Н.Ю.,2022-06-19,0
Королевська Н.Ю.,2022-06-26,0
Королевська Н.Ю.,2022-07-03,0
Королевська Н.Ю.,2022-07-10,0
Королевська Н.Ю.,2022-07-24,0
Королевська Н.Ю.,2022-07-31,0
Королевська Н.Ю.,2022-08-21,0
Королевська Н.Ю.,2022-09-04,0
Королевська Н.Ю.,2022-09-11,0
Королевська Н.Ю.,2022-09-25,0
Королевська Н.Ю.,2022-10-09,0
Королевська Н.Ю.,2022-10-23,0
Королевська Н.Ю.,2022-11-06,0
Королевська Н.Ю.,2022-11-20,0
Королевська Н.Ю.,2022-12-04,0
Королевська Н.Ю.,2022-12-18,0
Королевська Н.Ю.,2023-01-15,0
Королевська Н.Ю.,2023-02-12,0
Короленко В.Ю.,2022-09-04,51
Короленко В.Ю.,2022-09-11,73
Короленко В.Ю.,2022-09-25,129
Короленко В.Ю.,2022-10-09,199
Короленко В.Ю.,2022-10-23,76
Короленко В.Ю.,2022-11-06,105
Короленко В.Ю.,2022-11-20,100
Короленко В.Ю.,2022-12-04,98
Короленко В.Ю.,2022-12-18,86
Короленко В.Ю.,2023-01-15,160
Короленко В.Ю.,2023-02-12,155
Корявченков Ю.В.,2020-12-20,195
Корявченков Ю.В.,2021-01-31,0
Корявченков Ю.В.,2021-02-07,134
Корявченков Ю.В.,2021-02-21,178
Корявченков Ю.В.,2021-02-28,4
Корявченков Ю.В.,2021-03-07,155
Корявченков Ю.В.,2021-03-21,396
Корявченков Ю.В.,2021-04-04,52
Корявченков Ю.В.,2021-04-18,473
Корявченков Ю.В.,2021-05-02,371
Корявченков Ю.В.,2021-05-23,266
Корявченков Ю.В.,2021-06-06,236
Корявченков Ю.В.,2021-06-20,390
Корявченков Ю.В.,2021-07-04,342
Корявченков Ю.В.,2021-07-18,420
Корявченков Ю.В.,2021-07-25,0
Корявченков Ю.В.,2021-08-29,4
Корявченков Ю.В.,2021-09-12,159
Корявченков Ю.В.,2021-09-26,159
Корявченков Ю.В.,2021-10-10,111
Корявченков Ю.В.,2021-10-24,447
Корявченков Ю.В.,2021-11-07,237
Корявченков Ю.В.,2021-11-21,133
Корявченков Ю.В.,2021-12-05,330
Корявченков Ю.В.,2021-12-19,214
Корявченков Ю.В.,2022-01-30,116
Корявченков Ю.В.,2022-02-06,27
Корявченков Ю.В.,2022-02-20,154
Корявченков Ю.В.,2022-02-27,33
Корявченков Ю.В.,2022-04-24,78
Корявченков Ю.В.,2022-05-08,90
Корявченков Ю.В.,2022-05-15,45
Корявченков Ю.В.,2022-05-22,30
Корявченков Ю.В.,2022-06-05,53
Корявченков Ю.В.,2022-06-19,38
Корявченков Ю.В.,2022-06-26,71
Корявченков Ю.В.,2022-07-03,46
Корявченков Ю.В.,2022-07-10,100
Корявченков Ю.В.,2022-07-24,94
Корявченков Ю.В.,2022-07-31,212
Корявченков Ю.В.,2022-08-21,138
Корявченков Ю.В.,2022-09-04,51
Корявченков Ю.В.,2022-09-11,73
Корявченков Ю.В.,2022-09-25,129
Корявченков Ю.В.,2022-10-09,199
Корявченков Ю.В.,2022-10-23,77
Корявченков Ю.В.,2022-11-06,105
Корявченков Ю.В.,2022-11-20,100
Корявченков Ю.В.,2022-12-04,98
Корявченков Ю.В.,2022-12-18,86
Корявченков Ю.В.,2023-01-15,160
Корявченков Ю.В.,2023-02-12,156
Костенко Р.В.,2020-12-20,195
Костенко Р.В.,2021-01-31,184
Костенко Р.В.,2021-02-07,176
Костенко Р.В.,2021-02-21,177
Костенко Р.В.,2021-02-28,0
Костенко Р.В.,2021-03-07,154
Костенко Р.В.,2021-03-21,379
Костенко Р.В.,2021-04-04,21
Костенко Р.В.,2021-04-18,493
Костенко Р.В.,2021-05-02,368
Костенко Р.В.,2021-05-23,264
Костенко Р.В.,2021-06-06,238
Костенко Р.В.,2021-06-20,355
Костенко Р.В.,2021-07-04,320
Костенко Р.В.,2021-07-18,413
Костенко Р.В.,2021-07-25,0
Костенко Р.В.,2021-08-29,3
Костенко Р.В.,2021-09-12,150
Костенко Р.В.,2021-09-26,136
Костенко Р.В.,2021-10-10,112
Костенко Р.В.,2021-10-24,412
Костенко Р.В.,2021-11-07,373
Костенко Р.В.,2021-11-21,155
Костенко Р.В.,2021-12-05,330
Костенко Р.В.,2021-12-19,204
Костенко Р.В.,2022-01-30,117
Костенко Р.В.,2022-02-06,21
Костенко Р.В.,2022-02-20,147
Костенко Р.В.,2022-02-27,33
Костенко Р.В.,2022-04-24,43
Костенко Р.В.,2022-05-08,47
Костенко Р.В.,2022-05-15,45
Костенко Р.В.,2022-05-22,30
Костенко Р.В.,2022-06-05,9
Костенко Р.В.,2022-06-19,3
Костенко Р.В.,2022-06-26,0
Костенко Р.В.,2022-07-03,46
Костенко Р.В.,2022-07-10,75
Костенко Р.В.,2022-07-24,22
Костенко Р.В.,2022-07-31,162
Костенко Р.В.,2022-08-21,7
Костенко Р.В.,2022-09-04,0
Костенко Р.В.,2022-09-11,25
Костенко Р.В.,2022-09-25,125
Костенко Р.В.,2022-10-09,11
Костенко Р.В.,2022-10-23,0
Костенко Р.В.,2022-11-06,105
Костенко Р.В.,2022-11-20,7
Костенко Р.В.,2022-12-04,87
Костенко Р.В.,2022-12-18,1
Костенко Р.В.,2023-01-15,0
Костенко Р.В.,2023-02-12,131
Кострійчук С.В.,2021-11-21,163
Кострійчук С.В.,2021-12-05,330
Кострійчук С.В.,2021-12-19,216
Кострійчук С.В.,2022-01-30,117
Кострійчук С.В.,2022-02-06,27
Кострійчук С.В.,2022-02-20,137
Кострійчук С.В.,2022-02-27,34
Кострійчук С.В.,2022-04-24,78
Кострійчук С.В.,2022-05-08,90
Кострійчук С.В.,2022-05-15,45
Кострійчук С.В.,2022-05-22,30
Кострійчук С.В.,2022-06-05,53
Кострійчук С.В.,2022-06-19,38
Кострійчук С.В.,2022-06-26,71
Кострійчук С.В.,2022-07-03,46
Кострійчук С.В.,2022-07-10,100
Кострійчук С.В.,2022-07-24,94
Кострійчук С.В.,2022-07-31,212
Кострійчук С.В.,2022-08-21,138
Кострійчук С.В.,2022-09-04,51
Кострійчук С.В.,2022-09-11,74
Кострійчук С.В.,2022-09-25,129
Кострійчук С.В.,2022-10-09,199
Кострійчук С.В.,2022-10-23,77
Кострійчук С.В.,2022-11-06,105
Кострійчук С.В.,2022-11-20,100
Кострійчук С.В.,2022-12-04,98
Кострійчук С.В.,2022-12-18,86
Кострійчук С.В.,2023-01-15,160
Кострійчук С.В.,2023-02-12,155
Костюк Д.С.,2020-12-20,190
Костюк Д.С.,2021-01-31,212
Костюк Д.С.,2021-02-07,156
Костюк Д.С.,2021-02-21,164
Костюк Д.С.,2021-02-28,4
Костюк Д.С.,2021-03-07,121
Костюк Д.С.,2021-03-21,363
Костюк Д.С.,2021-04-04,51
Костюк Д.С.,2021-04-18,519
Костюк Д.С.,2021-05-02,365
Костюк Д.С.,2021-05-23,257
Костюк Д.С.,2021-06-06,191
Костюк Д.С.,2021-06-20,366
Костюк Д.С.,2021-07-04,277
Костюк Д.С.,2021-07-18,420
Костюк Д.С.,2021-07-25,9
Костюк Д.С.,2021-08-29,4
Костюк Д.С.,2021-09-12,140
Костюк Д.С.,2021-09-26,155
Костюк Д.С.,2021-10-10,107
Костюк Д.С.,2021-10-24,445
Костюк Д.С.,2021-11-07,356
Костюк Д.С.,2021-11-21,157
Костюк Д.С.,2021-12-05,327
Костюк Д.С.,2021-12-19,203
Костюк Д.С.,2022-01-30,106
Костюк Д.С.,2022-02-06,26
Костюк Д.С.,2022-02-20,0
Костюк Д.С.,2022-02-27,22
Костюк Д.С.,2022-04-24,78
Костюк Д.С.,2022-05-08,90
Костюк Д.С.,2022-05-15,45
Костюк Д.С.,2022-05-22,30
Костюк Д.С.,2022-06-05,53
Костюк Д.С.,2022-06-19,38
Костюк Д.С.,2022-06-26,71
Костюк Д.С.,2022-07-03,46
Костюк Д.С.,2022-07-10,100
Костюк Д.С.,2022-07-24,94
Костюк Д.С.,2022-07-31,212
Костюк Д.С.,2022-08-21,138
Костюк Д.С.,2022-09-04,46
Костюк Д.С.,2022-09-11,73
Костюк Д.С.,2022-09-25,129
Костюк Д.С.,2022-10-09,199
Костюк Д.С.,2022-10-23,77
Костюк Д.С.,2022-11-06,105
Костюк Д.С.,2022-11-20,100
Костюк Д.С.,2022-12-04,96
Костюк Д.С.,2022-12-18,85
Костюк Д.С.,2023-01-15,160
Костюк Д.С.,2023-02-12,156
Костюх А.В.,2020-12-20,194
Костюх А.В.,2021-01-31,216
Костюх А.В.,2021-02-07,173
Костюх А.В.,2021-02-21,176
Костюх А.В.,2021-02-28,4
Костюх А.В.,2021-03-07,149
Костюх А.В.,2021-03-21,371
Костюх А.В.,2021-04-04,48
Костюх А.В.,2021-04-18,546
Костюх А.В.,2021-05-02,350
Костюх А.В.,2021-05-23,268
Костюх А.В.,2021-06-06,231
Костюх А.В.,2021-06-20,367
Костюх А.В.,2021-07-04,334
Костюх А.В.,2021-07-18,420
Костюх А.В.,2021-07-25,9
Костюх А.В.,2021-08-29,4
Костюх А.В.,2021-09-12,156
Костюх А.В.,2021-09-26,147
Костюх А.В.,2021-10-10,108
Костюх А.В.,2021-10-24,423
Костюх А.В.,2021-11-07,364
Костюх А.В.,2021-11-21,164
Костюх А.В.,2021-12-05,332
Костюх А.В.,2021-12-19,215
Костюх А.В.,2022-01-30,118
Костюх А.В.,2022-02-06,27
Костюх А.В.,2022-02-20,154
Костюх А.В.,2022-02-27,33
Костюх А.В.,2022-04-24,78
Костюх А.В.,2022-05-08,90
Костюх А.В.,2022-05-15,44
Костюх А.В.,2022-05-22,30
Костюх А.В.,2022-06-05,50
Костюх А.В.,2022-06-19,38
Костюх А.В.,2022-06-26,71
Костюх А.В.,2022-07-03,46
Костюх А.В.,2022-07-10,100
Костюх А.В.,2022-07-24,94
Костюх А.В.,2022-07-31,212
Костюх А.В.,2022-08-21,138
Костюх А.В.,2022-09-04,50
Костюх А.В.,2022-09-11,73
Костюх А.В.,2022-09-25,129
Костюх А.В.,2022-10-09,197
Костюх А.В.,2022-10-23,74
Костюх А.В.,2022-11-06,105
Костюх А.В.,2022-11-20,85
Костюх А.В.,2022-12-04,6
Костюх А.В.,2022-12-18,85
Костюх А.В.,2023-01-15,158
Костюх А.В.,2023-02-12,123
Костін А.Є.,2020-12-20,195
Костін А.Є.,2021-01-31,216
Костін А.Є.,2021-02-07,161
Костін А.Є.,2021-02-21,144
Костін А.Є.,2021-02-28,4
Костін А.Є.,2021-03-07,154
Костін А.Є.,2021-03-21,131
Костін А.Є.,2021-04-04,50
Костін А.Є.,2021-04-18,472
Костін А.Є.,2021-05-02,299
Костін А.Є.,2021-05-23,150
Костін А.Є.,2021-06-06,225
Костін А.Є.,2021-06-20,374
Костін А.Є.,2021-07-04,348
Костін А.Є.,2021-07-18,420
Костін А.Є.,2021-07-25,0
Костін А.Є.,2021-08-29,4
Костін А.Є.,2021-09-12,157
Костін А.Є.,2021-09-26,145
Костін А.Є.,2021-10-10,107
Костін А.Є.,2021-10-24,442
Костін А.Є.,2021-11-07,373
Костін А.Є.,2021-11-21,160
Костін А.Є.,2021-12-05,326
Костін А.Є.,2021-12-19,193
Костін А.Є.,2022-01-30,61
Костін А.Є.,2022-02-06,27
Костін А.Є.,2022-02-20,138
Костін А.Є.,2022-02-27,32
Костін А.Є.,2022-04-24,71
Костін А.Є.,2022-05-08,90
Костін А.Є.,2022-05-15,45
Костін А.Є.,2022-05-22,30
Костін А.Є.,2022-06-05,53
Костін А.Є.,2022-06-19,38
Костін А.Є.,2022-06-26,71
Костін А.Є.,2022-07-03,46
Костін А.Є.,2022-07-10,100
Костін А.Є.,2022-07-24,94
Костін А.Є.,2022-07-31,2
Кравчук Є.М.,2020-12-20,194
Кравчук Є.М.,2021-01-31,215
Кравчук Є.М.,2021-02-07,175
Кравчук Є.М.,2021-02-21,177
Кравчук Є.М.,2021-02-28,4
Кравчук Є.М.,2021-03-07,107
Кравчук Є.М.,2021-03-21,387
Кравчук Є.М.,2021-04-04,52
Кравчук Є.М.,2021-04-18,439
Кравчук Є.М.,2021-05-02,368
Кравчук Є.М.,2021-05-23,265
Кравчук Є.М.,2021-06-06,233
Кравчук Є.М.,2021-06-20,330
Кравчук Є.М.,2021-07-04,334
Кравчук Є.М.,2021-07-18,403
Кравчук Є.М.,2021-07-25,0
Кравчук Є.М.,2021-08-29,4
Кравчук Є.М.,2021-09-12,160
Кравчук Є.М.,2021-09-26,145
Кравчук Є.М.,2021-10-10,108
Кравчук Є.М.,2021-10-24,354
Кравчук Є.М.,2021-11-07,301
Кравчук Є.М.,2021-11-21,159
Кравчук Є.М.,2021-12-05,317
Кравчук Є.М.,2021-12-19,214
Кравчук Є.М.,2022-01-30,2
Кравчук Є.М.,2022-02-06,27
Кравчук Є.М.,2022-02-20,146
Кравчук Є.М.,2022-02-27,13
Кравчук Є.М.,2022-04-24,78
Кравчук Є.М.,2022-05-08,86
Кравчук Є.М.,2022-05-15,45
Кравчук Є.М.,2022-05-22,30
Кравчук Є.М.,2022-06-05,53
Кравчук Є.М.,2022-06-19,0
Кравчук Є.М.,2022-06-26,0
Кравчук Є.М.,2022-07-03,0
Кравчук Є.М.,2022-07-10,0
Кравчук Є.М.,2022-07-24,94
Кравчук Є.М.,2022-07-31,212
Кравчук Є.М.,2022-08-21,0
Кравчук Є.М.,2022-09-04,51
Кравчук Є.М.,2022-09-11,74
Кравчук Є.М.,2022-09-25,128
Кравчук Є.М.,2022-10-09,199
Кравчук Є.М.,2022-10-23,77
Кравчук Є.М.,2022-11-06,69
Кравчук Є.М.,2022-11-20,100
Кравчук Є.М.,2022-12-04,94
Кравчук Є.М.,2022-12-18,86
Кравчук Є.М.,2023-01-15,160
Кравчук Є.М.,2023-02-12,97
Красов О.І.,2020-12-20,194
Красов О.І.,2021-01-31,123
Красов О.І.,2021-02-07,173
Красов О.І.,2021-02-21,178
Красов О.І.,2021-02-28,4
Красов О.І.,2021-03-07,150
Красов О.І.,2021-03-21,390
Красов О.І.,2021-04-04,50
Красов О.І.,2021-04-18,532
Красов О.І.,2021-05-02,361
Красов О.І.,2021-05-23,262
Красов О.І.,2021-06-06,227
Красов О.І.,2021-06-20,358
Красов О.І.,2021-07-04,348
Красов О.І.,2021-07-18,410
Красов О.І.,2021-07-25,0
Красов О.І.,2021-08-29,4
Красов О.І.,2021-09-12,154
Красов О.І.,2021-09-26,108
Красов О.І.,2021-10-10,101
Красов О.І.,2021-10-24,425
Красов О.І.,2021-11-07,174
Красов О.І.,2021-11-21,161
Красов О.І.,2021-12-05,289
Красов О.І.,2021-12-19,214
Красов О.І.,2022-01-30,111
Красов О.І.,2022-02-06,27
Красов О.І.,2022-02-20,148
Красов О.І.,2022-02-27,33
Красов О.І.,2022-04-24,63
Красов О.І.,2022-05-08,90
Красов О.І.,2022-05-15,45
Красов О.І.,2022-05-22,30
Красов О.І.,2022-06-05,53
Красов О.І.,2022-06-19,38
Красов О.І.,2022-06-26,25
Красов О.І.,2022-07-03,46
Красов О.І.,2022-07-10,97
Красов О.І.,2022-07-24,94
Красов О.І.,2022-07-31,212
Красов О.І.,2022-08-21,18
Красов О.І.,2022-09-04,50
Красов О.І.,2022-09-11,74
Красов О.І.,2022-09-25,57
Красов О.І.,2022-10-09,199
Красов О.І.,2022-10-23,74
Красов О.І.,2022-11-06,105
Красов О.І.,2022-11-20,99
Красов О.І.,2022-12-04,98
Красов О.І.,2022-12-18,83
Красов О.І.,2023-01-15,149
Красов О.І.,2023-02-12,155
Крейденко В.В.,2020-12-20,196
Крейденко В.В.,2021-01-31,212
Крейденко В.В.,2021-02-07,177
Крейденко В.В.,2021-02-21,180
Крейденко В.В.,2021-02-28,4
Крейденко В.В.,2021-03-07,155
Крейденко В.В.,2021-03-21,400
Крейденко В.В.,2021-04-04,51
Крейденко В.В.,2021-04-18,540
Крейденко В.В.,2021-05-02,369
Крейденко В.В.,2021-05-23,256
Крейденко В.В.,2021-06-06,237
Крейденко В.В.,2021-06-20,390
Крейденко В.В.,2021-07-04,353
Крейденко В.В.,2021-07-18,421
Крейденко В.В.,2021-07-25,9
Крейденко В.В.,2021-08-29,4
Крейденко В.В.,2021-09-12,161
Крейденко В.В.,2021-09-26,152
Крейденко В.В.,2021-10-10,113
Крейденко В.В.,2021-10-24,445
Крейденко В.В.,2021-11-07,374
Крейденко В.В.,2021-11-21,162
Крейденко В.В.,2021-12-05,330
Крейденко В.В.,2021-12-19,216
Крейденко В.В.,2022-01-30,116
Крейденко В.В.,2022-02-06,27
Крейденко В.В.,2022-02-20,153
Крейденко В.В.,2022-02-27,33
Крейденко В.В.,2022-04-24,76
Крейденко В.В.,2022-05-08,90
Крейденко В.В.,2022-05-15,45
Крейденко В.В.,2022-05-22,30
Крейденко В.В.,2022-06-05,53
Крейденко В.В.,2022-06-19,38
Крейденко В.В.,2022-06-26,71
Крейденко В.В.,2022-07-03,46
Крейденко В.В.,2022-07-10,100
Крейденко В.В.,2022-07-24,94
Крейденко В.В.,2022-07-31,212
Крейденко В.В.,2022-08-21,138
Крейденко В.В.,2022-09-04,51
Крейденко В.В.,2022-09-11,74
Крейденко В.В.,2022-09-25,124
Крейденко В.В.,2022-10-09,197
Крейденко В.В.,2022-10-23,77
Крейденко В.В.,2022-11-06,86
Крейденко В.В.,2022-11-20,100
Крейденко В.В.,2022-12-04,98
Крейденко В.В.,2022-12-18,86
Крейденко В.В.,2023-01-15,160
Крейденко В.В.,2023-02-12,156
Криворучкіна О.В.,2020-12-20,196
Криворучкіна О.В.,2021-01-31,217
Криворучкіна О.В.,2021-02-07,176
Криворучкіна О.В.,2021-02-21,180
Криворучкіна О.В.,2021-02-28,4
Криворучкіна О.В.,2021-03-07,155
Криворучкіна О.В.,2021-03-21,399
Криворучкіна О.В.,2021-04-04,52
Криворучкіна О.В.,2021-04-18,551
Криворучкіна О.В.,2021-05-02,375
Криворучкіна О.В.,2021-05-23,272
Криворучкіна О.В.,2021-06-06,238
Криворучкіна О.В.,2021-06-20,390
Криворучкіна О.В.,2021-07-04,353
Криворучкіна О.В.,2021-07-18,423
Криворучкіна О.В.,2021-07-25,9
Криворучкіна О.В.,2021-08-29,4
Криворучкіна О.В.,2021-09-12,163
Криворучкіна О.В.,2021-09-26,163
Криворучкіна О.В.,2021-10-10,113
Криворучкіна О.В.,2021-10-24,452
Криворучкіна О.В.,2021-11-07,378
Криворучкіна О.В.,2021-11-21,163
Криворучкіна О.В.,2021-12-05,332
Криворучкіна О.В.,2021-12-19,218
Криворучкіна О.В.,2022-01-30,116
Криворучкіна О.В.,2022-02-06,27
Криворучкіна О.В.,2022-02-20,154
Криворучкіна О.В.,2022-02-27,34
Криворучкіна О.В.,2022-04-24,78
Криворучкіна О.В.,2022-05-08,90
Криворучкіна О.В.,2022-05-15,45
Криворучкіна О.В.,2022-05-22,30
Криворучкіна О.В.,2022-06-05,53
Криворучкіна О.В.,2022-06-19,38
Криворучкіна О.В.,2022-06-26,71
Криворучкіна О.В.,2022-07-03,46
Криворучкіна О.В.,2022-07-10,100
Криворучкіна О.В.,2022-07-24,94
Криворучкіна О.В.,2022-07-31,212
Криворучкіна О.В.,2022-08-21,138
Криворучкіна О.В.,2022-09-04,51
Криворучкіна О.В.,2022-09-11,74
Криворучкіна О.В.,2022-09-25,129
Криворучкіна О.В.,2022-10-09,199
Криворучкіна О.В.,2022-10-23,77
Криворучкіна О.В.,2022-11-06,105
Криворучкіна О.В.,2022-11-20,100
Криворучкіна О.В.,2022-12-04,98
Криворучкіна О.В.,2022-12-18,86
Криворучкіна О.В.,2023-01-15,160
Криворучкіна О.В.,2023-02-12,156
Кривошеєв І.С.,2020-12-20,193
Кривошеєв І.С.,2021-01-31,208
Кривошеєв І.С.,2021-02-07,148
Кривошеєв І.С.,2021-02-21,175
Кривошеєв І.С.,2021-02-28,4
Кривошеєв І.С.,2021-03-07,153
Кривошеєв І.С.,2021-03-21,325
Кривошеєв І.С.,2021-04-04,51
Кривошеєв І.С.,2021-04-18,473
Кривошеєв І.С.,2021-05-02,354
Кривошеєв І.С.,2021-05-23,269
Кривошеєв І.С.,2021-06-06,231
Кривошеєв І.С.,2021-06-20,371
Кривошеєв І.С.,2021-07-04,346
Кривошеєв І.С.,2021-07-18,419
Кривошеєв І.С.,2021-07-25,0
Кривошеєв І.С.,2021-08-29,4
Кривошеєв І.С.,2021-09-12,154
Кривошеєв І.С.,2021-09-26,146
Кривошеєв І.С.,2021-10-10,113
Кривошеєв І.С.,2021-10-24,434
Кривошеєв І.С.,2021-11-07,364
Кривошеєв І.С.,2021-11-21,161
Кривошеєв І.С.,2021-12-05,325
Кривошеєв І.С.,2021-12-19,212
Кривошеєв І.С.,2022-01-30,84
Кривошеєв І.С.,2022-02-06,27
Кривошеєв І.С.,2022-02-20,154
Кривошеєв І.С.,2022-02-27,33
Кривошеєв І.С.,2022-04-24,78
Кривошеєв І.С.,2022-05-08,89
Кривошеєв І.С.,2022-05-15,45
Кривошеєв І.С.,2022-05-22,30
Кривошеєв І.С.,2022-06-05,36
Кривошеєв І.С.,2022-06-19,38
Кривошеєв І.С.,2022-06-26,39
Кривошеєв І.С.,2022-07-03,46
Кривошеєв І.С.,2022-07-10,93
Кривошеєв І.С.,2022-07-24,94
Кривошеєв І.С.,2022-07-31,212
Кривошеєв І.С.,2022-08-21,138
Кривошеєв І.С.,2022-09-04,51
Кривошеєв І.С.,2022-09-11,73
Кривошеєв І.С.,2022-09-25,129
Кривошеєв І.С.,2022-10-09,199
Кривошеєв І.С.,2022-10-23,77
Кривошеєв І.С.,2022-11-06,40
Кривошеєв І.С.,2022-11-20,80
Кривошеєв І.С.,2022-12-04,55
Кривошеєв І.С.,2022-12-18,82
Кривошеєв І.С.,2023-01-15,0
Кривошеєв І.С.,2023-02-12,99
Крулько І.І.,2020-12-20,190
Крулько І.І.,2021-01-31,217
Крулько І.І.,2021-02-07,172
Крулько І.І.,2021-02-21,165
Крулько І.І.,2021-02-28,3
Крулько І.І.,2021-03-07,153
Крулько І.І.,2021-03-21,311
Крулько І.І.,2021-04-04,47
Крулько І.І.,2021-04-18,465
Крулько І.І.,2021-05-02,367
Крулько І.І.,2021-05-23,244
Крулько І.І.,2021-06-06,160
Крулько І.І.,2021-06-20,244
Крулько І.І.,2021-07-04,287
Крулько І.І.,2021-07-18,367
Крулько І.І.,2021-07-25,9
Крулько І.І.,2021-08-29,4
Крулько І.І.,2021-09-12,137
Крулько І.І.,2021-09-26,149
Крулько І.І.,2021-10-10,108
Крулько І.І.,2021-10-24,419
Крулько І.І.,2021-11-07,344
Крулько І.І.,2021-11-21,130
Крулько І.І.,2021-12-05,279
Крулько І.І.,2021-12-19,170
Крулько І.І.,2022-01-30,112
Крулько І.І.,2022-02-06,27
Крулько І.І.,2022-02-20,134
Крулько І.І.,2022-02-27,32
Крулько І.І.,2022-04-24,0
Крулько І.І.,2022-05-08,90
Крулько І.І.,2022-05-15,45
Крулько І.І.,2022-05-22,30
Крулько І.І.,2022-06-05,53
Крулько І.І.,2022-06-19,38
Крулько І.І.,2022-06-26,71
Крулько І.І.,2022-07-03,1
