dep,date2,golos
Бабенко М.В.,2021-09-12,106
Бабенко М.В.,2021-09-26,142
Бабенко М.В.,2021-10-10,96
Бабенко М.В.,2021-10-24,323
Бабенко М.В.,2021-11-07,327
Бабенко М.В.,2021-11-21,120
Бабенко М.В.,2021-12-05,311
Бабенко М.В.,2021-12-19,156
Бабенко М.В.,2022-01-30,101
Бабенко М.В.,2022-02-06,24
Бабенко М.В.,2022-02-20,142
Бабенко М.В.,2022-02-27,29
Бабенко М.В.,2022-04-24,78
Бабенко М.В.,2022-05-08,90
Бабенко М.В.,2022-05-15,43
Бабенко М.В.,2022-05-22,30
Бабенко М.В.,2022-06-05,53
Бабенко М.В.,2022-06-19,38
Бабенко М.В.,2022-06-26,71
Бабенко М.В.,2022-07-03,46
Бабенко М.В.,2022-07-10,100
Бабенко М.В.,2022-07-24,94
Бабенко М.В.,2022-07-31,212
Бабенко М.В.,2022-08-21,76
Бабенко М.В.,2022-09-04,48
Бабенко М.В.,2022-09-11,73
Бабенко М.В.,2022-09-25,127
Бабенко М.В.,2022-10-09,194
Бабенко М.В.,2022-10-23,77
Бабенко М.В.,2022-11-06,104
Бабенко М.В.,2022-11-20,92
Бабенко М.В.,2022-12-04,75
Бабенко М.В.,2022-12-18,67
Бабенко М.В.,2023-01-15,157
Бабенко М.В.,2023-02-12,154
Бабій Р.В.,2020-12-20,193
Бабій Р.В.,2021-01-31,215
Бабій Р.В.,2021-02-07,171
Бабій Р.В.,2021-02-21,168
Бабій Р.В.,2021-02-28,4
Бабій Р.В.,2021-03-07,153
Бабій Р.В.,2021-03-21,371
Бабій Р.В.,2021-04-04,52
Бабій Р.В.,2021-04-18,487
Бабій Р.В.,2021-05-02,339
Бабій Р.В.,2021-05-23,255
Бабій Р.В.,2021-06-06,227
Бабій Р.В.,2021-06-20,380
Бабій Р.В.,2021-07-04,332
Бабій Р.В.,2021-07-18,408
Бабій Р.В.,2021-07-25,9
Бабій Р.В.,2021-08-29,4
Бабій Р.В.,2021-09-12,159
Бабій Р.В.,2021-09-26,118
Бабій Р.В.,2021-10-10,102
Бабій Р.В.,2021-10-24,417
Бабій Р.В.,2021-11-07,342
Бабій Р.В.,2021-11-21,126
Бабій Р.В.,2021-12-05,315
Бабій Р.В.,2021-12-19,198
Бабій Р.В.,2022-01-30,113
Бабій Р.В.,2022-02-06,27
Бабій Р.В.,2022-02-20,147
Бабій Р.В.,2022-02-27,34
Бабій Р.В.,2022-04-24,78
Бабій Р.В.,2022-05-08,90
Бабій Р.В.,2022-05-15,45
Бабій Р.В.,2022-05-22,30
Бабій Р.В.,2022-06-05,53
Бабій Р.В.,2022-06-19,38
Бабій Р.В.,2022-06-26,71
Бабій Р.В.,2022-07-03,46
Бабій Р.В.,2022-07-10,0
Бабій Р.В.,2022-07-24,94
Бабій Р.В.,2022-07-31,212
Бабій Р.В.,2022-08-21,138
Бабій Р.В.,2022-09-04,51
Бабій Р.В.,2022-09-11,73
Бабій Р.В.,2022-09-25,128
Бабій Р.В.,2022-10-09,199
Бабій Р.В.,2022-10-23,77
Бабій Р.В.,2022-11-06,105
Бабій Р.В.,2022-11-20,100
Бабій Р.В.,2022-12-04,98
Бабій Р.В.,2022-12-18,85
Бабій Р.В.,2023-01-15,137
Бабій Р.В.,2023-02-12,156
Бакумов О.С.,2020-12-20,196
Бакумов О.С.,2021-01-31,217
Бакумов О.С.,2021-02-07,177
Бакумов О.С.,2021-02-21,180
Бакумов О.С.,2021-02-28,4
Бакумов О.С.,2021-03-07,155
Бакумов О.С.,2021-03-21,402
Бакумов О.С.,2021-04-04,0
Бакумов О.С.,2021-04-18,554
Бакумов О.С.,2021-05-02,376
Бакумов О.С.,2021-05-23,272
Бакумов О.С.,2021-06-06,238
Бакумов О.С.,2021-06-20,392
Бакумов О.С.,2021-07-04,353
Бакумов О.С.,2021-07-18,425
Бакумов О.С.,2021-07-25,9
Бакумов О.С.,2021-08-29,4
Бакумов О.С.,2021-09-12,163
Бакумов О.С.,2021-09-26,164
Бакумов О.С.,2021-10-10,112
Бакумов О.С.,2021-10-24,453
Бакумов О.С.,2021-11-07,378
Бакумов О.С.,2021-11-21,164
Бакумов О.С.,2021-12-05,333
Бакумов О.С.,2021-12-19,220
Бакумов О.С.,2022-01-30,118
Бакумов О.С.,2022-02-06,27
Бакумов О.С.,2022-02-20,154
Бакумов О.С.,2022-02-27,34
Бакумов О.С.,2022-04-24,78
Бакумов О.С.,2022-05-08,90
Бакумов О.С.,2022-05-15,45
Бакумов О.С.,2022-05-22,30
Бакумов О.С.,2022-06-05,53
Бакумов О.С.,2022-06-19,38
Бакумов О.С.,2022-06-26,71
Бакумов О.С.,2022-07-03,46
Бакумов О.С.,2022-07-10,100
Бакумов О.С.,2022-07-24,94
Бакумов О.С.,2022-07-31,212
Бакумов О.С.,2022-08-21,138
Бакумов О.С.,2022-09-04,51
Бакумов О.С.,2022-09-11,74
Бакумов О.С.,2022-09-25,129
Бакумов О.С.,2022-10-09,199
Бакумов О.С.,2022-10-23,77
Бакумов О.С.,2022-11-06,105
Бакумов О.С.,2022-11-20,0
Бакумов О.С.,2022-12-04,87
Бакумов О.С.,2022-12-18,86
Бакумов О.С.,2023-01-15,160
Бакумов О.С.,2023-02-12,156
Бакунець П.А.,2020-12-20,194
Бакунець П.А.,2021-01-31,210
Бакунець П.А.,2021-02-07,174
Бакунець П.А.,2021-02-21,178
Бакунець П.А.,2021-02-28,3
Бакунець П.А.,2021-03-07,153
Бакунець П.А.,2021-03-21,361
Бакунець П.А.,2021-04-04,51
Бакунець П.А.,2021-04-18,549
Бакунець П.А.,2021-05-02,365
Бакунець П.А.,2021-05-23,268
Бакунець П.А.,2021-06-06,231
Бакунець П.А.,2021-06-20,388
Бакунець П.А.,2021-07-04,350
Бакунець П.А.,2021-07-18,332
Бакунець П.А.,2021-07-25,0
Бакунець П.А.,2021-08-29,4
Бакунець П.А.,2021-09-12,109
Бакунець П.А.,2021-09-26,150
Бакунець П.А.,2021-10-10,111
Бакунець П.А.,2021-10-24,451
Бакунець П.А.,2021-11-07,369
Бакунець П.А.,2021-11-21,159
Бакунець П.А.,2021-12-05,331
Бакунець П.А.,2021-12-19,215
Бакунець П.А.,2022-01-30,115
Бакунець П.А.,2022-02-06,27
Бакунець П.А.,2022-02-20,153
Бакунець П.А.,2022-02-27,33
Бакунець П.А.,2022-04-24,78
Бакунець П.А.,2022-05-08,90
Бакунець П.А.,2022-05-15,45
Бакунець П.А.,2022-05-22,30
Бакунець П.А.,2022-06-05,53
Бакунець П.А.,2022-06-19,38
Бакунець П.А.,2022-06-26,71
Бакунець П.А.,2022-07-03,46
Бакунець П.А.,2022-07-10,100
Бакунець П.А.,2022-07-24,94
Бакунець П.А.,2022-07-31,212
Бакунець П.А.,2022-08-21,138
Бакунець П.А.,2022-09-04,51
Бакунець П.А.,2022-09-11,74
Бакунець П.А.,2022-09-25,90
Бакунець П.А.,2022-10-09,199
Бакунець П.А.,2022-10-23,77
Бакунець П.А.,2022-11-06,105
Бакунець П.А.,2022-11-20,100
Бакунець П.А.,2022-12-04,98
Бакунець П.А.,2022-12-18,86
Бакунець П.А.,2023-01-15,160
Бакунець П.А.,2023-02-12,156
Балога В.І.,2020-12-20,310
Балога В.І.,2021-01-31,368
Балога В.І.,2021-02-07,334
Балога В.І.,2021-02-21,300
Балога В.І.,2021-02-28,6
Балога В.І.,2021-03-07,216
Балога В.І.,2021-03-21,298
Балога В.І.,2021-04-04,0
Балога В.І.,2021-04-18,628
Балога В.І.,2021-05-02,538
Балога В.І.,2021-05-23,458
Балога В.І.,2021-06-06,376
Балога В.І.,2021-06-20,12
Балога В.І.,2021-07-04,664
Балога В.І.,2021-07-18,574
Балога В.І.,2021-07-25,0
Балога В.І.,2021-08-29,0
Балога В.І.,2021-09-12,192
Балога В.І.,2021-09-26,244
Балога В.І.,2021-10-10,0
Балога В.І.,2021-10-24,276
Балога В.І.,2021-11-07,374
Балога В.І.,2021-11-21,318
Балога В.І.,2021-12-05,416
Балога В.І.,2021-12-19,136
Балога В.І.,2022-01-30,0
Балога В.І.,2022-02-06,0
Балога В.І.,2022-02-20,270
Балога В.І.,2022-02-27,62
Балога В.І.,2022-04-24,156
Балога В.І.,2022-05-08,162
Балога В.І.,2022-05-15,90
Балога В.І.,2022-05-22,60
Балога В.І.,2022-06-05,106
Балога В.І.,2022-06-19,76
Балога В.І.,2022-06-26,82
Балога В.І.,2022-07-03,92
Балога В.І.,2022-07-10,174
Балога В.І.,2022-07-24,188
Балога В.І.,2022-07-31,422
Балога В.І.,2022-08-21,274
Балога В.І.,2022-09-04,102
Балога В.І.,2022-09-11,146
Балога В.І.,2022-09-25,258
Балога В.І.,2022-10-09,182
Балога В.І.,2022-10-23,154
Балога В.І.,2022-11-06,88
Балога В.І.,2022-11-20,126
Балога В.І.,2022-12-04,96
Балога В.І.,2022-12-18,132
Балога В.І.,2023-01-15,320
Балога В.І.,2023-02-12,260
Бардіна М.О.,2020-12-20,190
Бардіна М.О.,2021-01-31,199
Бардіна М.О.,2021-02-07,150
Бардіна М.О.,2021-02-21,167
Бардіна М.О.,2021-02-28,4
Бардіна М.О.,2021-03-07,136
Бардіна М.О.,2021-03-21,371
Бардіна М.О.,2021-04-04,43
Бардіна М.О.,2021-04-18,400
Бардіна М.О.,2021-05-02,333
Бардіна М.О.,2021-05-23,74
Бардіна М.О.,2021-06-06,214
Бардіна М.О.,2021-06-20,137
Бардіна М.О.,2021-07-04,309
Бардіна М.О.,2021-07-18,372
Бардіна М.О.,2021-07-25,0
Бардіна М.О.,2021-08-29,4
Бардіна М.О.,2021-09-12,153
Бардіна М.О.,2021-09-26,23
Бардіна М.О.,2021-10-10,103
Бардіна М.О.,2021-10-24,430
Бардіна М.О.,2021-11-07,0
Бардіна М.О.,2021-11-21,107
Бардіна М.О.,2021-12-05,313
Бардіна М.О.,2021-12-19,180
Бардіна М.О.,2022-01-30,7
Бардіна М.О.,2022-02-06,27
Бардіна М.О.,2022-02-20,136
Бардіна М.О.,2022-02-27,31
Бардіна М.О.,2022-04-24,78
Бардіна М.О.,2022-05-08,90
Бардіна М.О.,2022-05-15,45
Бардіна М.О.,2022-05-22,30
Бардіна М.О.,2022-06-05,53
Бардіна М.О.,2022-06-19,38
Бардіна М.О.,2022-06-26,70
Бардіна М.О.,2022-07-03,46
Бардіна М.О.,2022-07-10,98
Бардіна М.О.,2022-07-24,91
Бардіна М.О.,2022-07-31,174
Бардіна М.О.,2022-08-21,108
Бардіна М.О.,2022-09-04,51
Бардіна М.О.,2022-09-11,73
Бардіна М.О.,2022-09-25,57
Бардіна М.О.,2022-10-09,60
Бардіна М.О.,2022-10-23,43
Бардіна М.О.,2022-11-06,105
Бардіна М.О.,2022-11-20,83
Бардіна М.О.,2022-12-04,98
Бардіна М.О.,2022-12-18,86
Бардіна М.О.,2023-01-15,144
Бардіна М.О.,2023-02-12,155
Батенко Т.І.,2020-12-20,190
Батенко Т.І.,2021-01-31,185
Батенко Т.І.,2021-02-07,166
Батенко Т.І.,2021-02-21,180
Батенко Т.І.,2021-02-28,4
Батенко Т.І.,2021-03-07,155
Батенко Т.І.,2021-03-21,396
Батенко Т.І.,2021-04-04,50
Батенко Т.І.,2021-04-18,551
Батенко Т.І.,2021-05-02,376
Батенко Т.І.,2021-05-23,86
Батенко Т.І.,2021-06-06,238
Батенко Т.І.,2021-06-20,392
Батенко Т.І.,2021-07-04,351
Батенко Т.І.,2021-07-18,425
Батенко Т.І.,2021-07-25,0
Батенко Т.І.,2021-08-29,4
Батенко Т.І.,2021-09-12,159
Батенко Т.І.,2021-09-26,144
Батенко Т.І.,2021-10-10,113
Батенко Т.І.,2021-10-24,377
Батенко Т.І.,2021-11-07,376
Батенко Т.І.,2021-11-21,164
Батенко Т.І.,2021-12-05,333
Батенко Т.І.,2021-12-19,220
Батенко Т.І.,2022-01-30,118
Батенко Т.І.,2022-02-06,27
Батенко Т.І.,2022-02-20,152
Батенко Т.І.,2022-02-27,34
Батенко Т.І.,2022-04-24,74
Батенко Т.І.,2022-05-08,90
Батенко Т.І.,2022-05-15,45
Батенко Т.І.,2022-05-22,30
Батенко Т.І.,2022-06-05,53
Батенко Т.І.,2022-06-19,38
Батенко Т.І.,2022-06-26,61
Батенко Т.І.,2022-07-03,46
Батенко Т.І.,2022-07-10,100
Батенко Т.І.,2022-07-24,94
Батенко Т.І.,2022-07-31,211
Батенко Т.І.,2022-08-21,138
Батенко Т.І.,2022-09-04,51
Батенко Т.І.,2022-09-11,74
Батенко Т.І.,2022-09-25,129
Батенко Т.І.,2022-10-09,199
Батенко Т.І.,2022-10-23,77
Батенко Т.І.,2022-11-06,105
Батенко Т.І.,2022-11-20,100
Батенко Т.І.,2022-12-04,98
Батенко Т.І.,2022-12-18,86
Батенко Т.І.,2023-01-15,160
Батенко Т.І.,2023-02-12,156
Безгін В.Ю.,2020-12-20,190
Безгін В.Ю.,2021-01-31,213
Безгін В.Ю.,2021-02-07,172
Безгін В.Ю.,2021-02-21,176
Безгін В.Ю.,2021-02-28,4
Безгін В.Ю.,2021-03-07,153
Безгін В.Ю.,2021-03-21,342
Безгін В.Ю.,2021-04-04,52
Безгін В.Ю.,2021-04-18,505
Безгін В.Ю.,2021-05-02,334
Безгін В.Ю.,2021-05-23,262
Безгін В.Ю.,2021-06-06,221
Безгін В.Ю.,2021-06-20,372
Безгін В.Ю.,2021-07-04,329
Безгін В.Ю.,2021-07-18,352
Безгін В.Ю.,2021-07-25,0
Безгін В.Ю.,2021-08-29,3
Безгін В.Ю.,2021-09-12,160
Безгін В.Ю.,2021-09-26,144
Безгін В.Ю.,2021-10-10,105
Безгін В.Ю.,2021-10-24,442
Безгін В.Ю.,2021-11-07,322
Безгін В.Ю.,2021-11-21,157
Безгін В.Ю.,2021-12-05,330
Безгін В.Ю.,2021-12-19,214
Безгін В.Ю.,2022-01-30,117
Безгін В.Ю.,2022-02-06,27
Безгін В.Ю.,2022-02-20,146
Безгін В.Ю.,2022-02-27,33
Безгін В.Ю.,2022-04-24,63
Безгін В.Ю.,2022-05-08,90
Безгін В.Ю.,2022-05-15,45
Безгін В.Ю.,2022-05-22,30
Безгін В.Ю.,2022-06-05,53
Безгін В.Ю.,2022-06-19,38
Безгін В.Ю.,2022-06-26,71
Безгін В.Ю.,2022-07-03,46
Безгін В.Ю.,2022-07-10,100
Безгін В.Ю.,2022-07-24,94
Безгін В.Ю.,2022-07-31,212
Безгін В.Ю.,2022-08-21,137
Безгін В.Ю.,2022-09-04,51
Безгін В.Ю.,2022-09-11,73
Безгін В.Ю.,2022-09-25,129
Безгін В.Ю.,2022-10-09,199
Безгін В.Ю.,2022-10-23,77
Безгін В.Ю.,2022-11-06,105
Безгін В.Ю.,2022-11-20,100
Безгін В.Ю.,2022-12-04,98
Безгін В.Ю.,2022-12-18,86
Безгін В.Ю.,2023-01-15,160
Безгін В.Ю.,2023-02-12,155
Безугла М.В.,2020-12-20,196
Безугла М.В.,2021-01-31,217
Безугла М.В.,2021-02-07,176
Безугла М.В.,2021-02-21,179
Безугла М.В.,2021-02-28,4
Безугла М.В.,2021-03-07,154
Безугла М.В.,2021-03-21,401
Безугла М.В.,2021-04-04,52
Безугла М.В.,2021-04-18,553
Безугла М.В.,2021-05-02,376
Безугла М.В.,2021-05-23,271
Безугла М.В.,2021-06-06,237
Безугла М.В.,2021-06-20,392
Безугла М.В.,2021-07-04,352
Безугла М.В.,2021-07-18,425
Безугла М.В.,2021-07-25,0
Безугла М.В.,2021-08-29,4
Безугла М.В.,2021-09-12,162
Безугла М.В.,2021-09-26,148
Безугла М.В.,2021-10-10,113
Безугла М.В.,2021-10-24,452
Безугла М.В.,2021-11-07,376
Безугла М.В.,2021-11-21,164
Безугла М.В.,2021-12-05,330
Безугла М.В.,2021-12-19,215
Безугла М.В.,2022-01-30,117
Безугла М.В.,2022-02-06,27
Безугла М.В.,2022-02-20,154
Безугла М.В.,2022-02-27,34
Безугла М.В.,2022-04-24,78
Безугла М.В.,2022-05-08,90
Безугла М.В.,2022-05-15,45
Безугла М.В.,2022-05-22,30
Безугла М.В.,2022-06-05,53
Безугла М.В.,2022-06-19,38
Безугла М.В.,2022-06-26,71
Безугла М.В.,2022-07-03,46
Безугла М.В.,2022-07-10,100
Безугла М.В.,2022-07-24,94
Безугла М.В.,2022-07-31,209
Безугла М.В.,2022-08-21,138
Безугла М.В.,2022-09-04,51
Безугла М.В.,2022-09-11,74
Безугла М.В.,2022-09-25,129
Безугла М.В.,2022-10-09,199
Безугла М.В.,2022-10-23,77
Безугла М.В.,2022-11-06,105
Безугла М.В.,2022-11-20,100
Безугла М.В.,2022-12-04,98
Безугла М.В.,2022-12-18,86
Безугла М.В.,2023-01-15,149
Безугла М.В.,2023-02-12,156
Беленюк Ж.В.,2020-12-20,188
Беленюк Ж.В.,2021-01-31,215
Беленюк Ж.В.,2021-02-07,172
Беленюк Ж.В.,2021-02-21,162
Беленюк Ж.В.,2021-02-28,3
Беленюк Ж.В.,2021-03-07,104
Беленюк Ж.В.,2021-03-21,201
Беленюк Ж.В.,2021-04-04,46
Беленюк Ж.В.,2021-04-18,0
Беленюк Ж.В.,2021-05-02,275
Беленюк Ж.В.,2021-05-23,114
Беленюк Ж.В.,2021-06-06,62
Беленюк Ж.В.,2021-06-20,0
Беленюк Ж.В.,2021-07-04,0
Беленюк Ж.В.,2021-07-18,0
Беленюк Ж.В.,2021-07-25,0
Беленюк Ж.В.,2021-08-29,2
Беленюк Ж.В.,2021-09-12,142
Беленюк Ж.В.,2021-09-26,138
Беленюк Ж.В.,2021-10-10,43
Беленюк Ж.В.,2021-10-24,377
Беленюк Ж.В.,2021-11-07,315
Беленюк Ж.В.,2021-11-21,125
Беленюк Ж.В.,2021-12-05,265
Беленюк Ж.В.,2021-12-19,198
Беленюк Ж.В.,2022-01-30,98
Беленюк Ж.В.,2022-02-06,0
Беленюк Ж.В.,2022-02-20,147
Беленюк Ж.В.,2022-02-27,29
Беленюк Ж.В.,2022-04-24,78
Беленюк Ж.В.,2022-05-08,90
Беленюк Ж.В.,2022-05-15,44
Беленюк Ж.В.,2022-05-22,30
Беленюк Ж.В.,2022-06-05,42
Беленюк Ж.В.,2022-06-19,38
Беленюк Ж.В.,2022-06-26,71
Беленюк Ж.В.,2022-07-03,0
Беленюк Ж.В.,2022-07-10,0
Беленюк Ж.В.,2022-07-24,0
Беленюк Ж.В.,2022-07-31,0
Беленюк Ж.В.,2022-08-21,133
Беленюк Ж.В.,2022-09-04,0
Беленюк Ж.В.,2022-09-11,64
Беленюк Ж.В.,2022-09-25,40
Беленюк Ж.В.,2022-10-09,70
Беленюк Ж.В.,2022-10-23,0
Беленюк Ж.В.,2022-11-06,85
Беленюк Ж.В.,2022-11-20,99
Беленюк Ж.В.,2022-12-04,21
Беленюк Ж.В.,2022-12-18,78
Беленюк Ж.В.,2023-01-15,68
Беленюк Ж.В.,2023-02-12,33
Березін М.Ю.,2020-12-20,152
Березін М.Ю.,2021-01-31,216
Березін М.Ю.,2021-02-07,176
Березін М.Ю.,2021-02-21,126
Березін М.Ю.,2021-02-28,4
Березін М.Ю.,2021-03-07,134
Березін М.Ю.,2021-03-21,321
Березін М.Ю.,2021-04-04,51
Березін М.Ю.,2021-04-18,474
Березін М.Ю.,2021-05-02,369
Березін М.Ю.,2021-05-23,260
Березін М.Ю.,2021-06-06,201
Березін М.Ю.,2021-06-20,266
Березін М.Ю.,2021-07-04,337
Березін М.Ю.,2021-07-18,397
Березін М.Ю.,2021-07-25,0
Березін М.Ю.,2021-08-29,4
Березін М.Ю.,2021-09-12,155
Березін М.Ю.,2021-09-26,142
Березін М.Ю.,2021-10-10,108
Березін М.Ю.,2021-10-24,448
Березін М.Ю.,2021-11-07,367
Березін М.Ю.,2021-11-21,160
Березін М.Ю.,2021-12-05,329
Березін М.Ю.,2021-12-19,203
Березін М.Ю.,2022-01-30,100
Березін М.Ю.,2022-02-06,27
Березін М.Ю.,2022-02-20,149
Березін М.Ю.,2022-02-27,16
Березін М.Ю.,2022-04-24,78
Березін М.Ю.,2022-05-08,90
Березін М.Ю.,2022-05-15,45
Березін М.Ю.,2022-05-22,30
Березін М.Ю.,2022-06-05,53
Березін М.Ю.,2022-06-19,38
Березін М.Ю.,2022-06-26,71
Березін М.Ю.,2022-07-03,46
Березін М.Ю.,2022-07-10,100
Березін М.Ю.,2022-07-24,94
Березін М.Ю.,2022-07-31,212
Березін М.Ю.,2022-08-21,138
Березін М.Ю.,2022-09-04,51
Березін М.Ю.,2022-09-11,74
Березін М.Ю.,2022-09-25,129
Березін М.Ю.,2022-10-09,199
Березін М.Ю.,2022-10-23,77
Березін М.Ю.,2022-11-06,105
Березін М.Ю.,2022-11-20,100
Березін М.Ю.,2022-12-04,98
Березін М.Ю.,2022-12-18,86
Березін М.Ю.,2023-01-15,160
Березін М.Ю.,2023-02-12,156
Боблях А.Р.,2020-12-20,167
Боблях А.Р.,2021-01-31,0
Боблях А.Р.,2021-02-07,174
Боблях А.Р.,2021-02-21,177
Боблях А.Р.,2021-02-28,4
Боблях А.Р.,2021-03-07,137
Боблях А.Р.,2021-03-21,74
Боблях А.Р.,2021-04-04,51
Боблях А.Р.,2021-04-18,514
Боблях А.Р.,2021-05-02,353
Боблях А.Р.,2021-05-23,226
Боблях А.Р.,2021-06-06,229
Боблях А.Р.,2021-06-20,374
Боблях А.Р.,2021-07-04,346
Боблях А.Р.,2021-07-18,414
Боблях А.Р.,2021-07-25,9
Боблях А.Р.,2021-08-29,4
Боблях А.Р.,2021-09-12,161
Боблях А.Р.,2021-09-26,144
Боблях А.Р.,2021-10-10,107
Боблях А.Р.,2021-10-24,443
Боблях А.Р.,2021-11-07,372
Боблях А.Р.,2021-11-21,159
Боблях А.Р.,2021-12-05,329
Боблях А.Р.,2021-12-19,213
Боблях А.Р.,2022-01-30,117
Боблях А.Р.,2022-02-06,24
Боблях А.Р.,2022-02-20,136
Боблях А.Р.,2022-02-27,30
Боблях А.Р.,2022-04-24,78
Боблях А.Р.,2022-05-08,90
Боблях А.Р.,2022-05-15,45
Боблях А.Р.,2022-05-22,30
Боблях А.Р.,2022-06-05,53
Боблях А.Р.,2022-06-19,38
Боблях А.Р.,2022-06-26,71
Боблях А.Р.,2022-07-03,46
Боблях А.Р.,2022-07-10,94
Боблях А.Р.,2022-07-24,94
Боблях А.Р.,2022-07-31,212
Боблях А.Р.,2022-08-21,138
Боблях А.Р.,2022-09-04,51
Боблях А.Р.,2022-09-11,73
Боблях А.Р.,2022-09-25,129
Боблях А.Р.,2022-10-09,199
Боблях А.Р.,2022-10-23,77
Боблях А.Р.,2022-11-06,105
Боблях А.Р.,2022-11-20,100
Боблях А.Р.,2022-12-04,98
Боблях А.Р.,2022-12-18,86
Боблях А.Р.,2023-01-15,160
Боблях А.Р.,2023-02-12,156
Бобровська С.А.,2020-12-20,390
Бобровська С.А.,2021-01-31,432
Бобровська С.А.,2021-02-07,314
Бобровська С.А.,2021-02-21,352
Бобровська С.А.,2021-02-28,0
Бобровська С.А.,2021-03-07,304
Бобровська С.А.,2021-03-21,520
Бобровська С.А.,2021-04-04,102
Бобровська С.А.,2021-04-18,940
Бобровська С.А.,2021-05-02,586
Бобровська С.А.,2021-05-23,510
Бобровська С.А.,2021-06-06,464
Бобровська С.А.,2021-06-20,218
Бобровська С.А.,2021-07-04,484
Бобровська С.А.,2021-07-18,708
Бобровська С.А.,2021-07-25,0
Бобровська С.А.,2021-08-29,8
Бобровська С.А.,2021-09-12,310
Бобровська С.А.,2021-09-26,318
Бобровська С.А.,2021-10-10,62
Бобровська С.А.,2021-10-24,800
Бобровська С.А.,2021-11-07,698
Бобровська С.А.,2021-11-21,104
Бобровська С.А.,2021-12-05,642
Бобровська С.А.,2021-12-19,362
Бобровська С.А.,2022-01-30,144
Бобровська С.А.,2022-02-06,54
Бобровська С.А.,2022-02-20,304
Бобровська С.А.,2022-02-27,68
Бобровська С.А.,2022-04-24,156
Бобровська С.А.,2022-05-08,180
Бобровська С.А.,2022-05-15,90
Бобровська С.А.,2022-05-22,60
Бобровська С.А.,2022-06-05,62
Бобровська С.А.,2022-06-19,76
Бобровська С.А.,2022-06-26,142
Бобровська С.А.,2022-07-03,58
Бобровська С.А.,2022-07-10,198
Бобровська С.А.,2022-07-24,184
Бобровська С.А.,2022-07-31,416
Бобровська С.А.,2022-08-21,276
Бобровська С.А.,2022-09-04,102
Бобровська С.А.,2022-09-11,144
Бобровська С.А.,2022-09-25,166
Бобровська С.А.,2022-10-09,370
Бобровська С.А.,2022-10-23,0
Бобровська С.А.,2022-11-06,168
Бобровська С.А.,2022-11-20,0
Бобровська С.А.,2022-12-04,156
Бобровська С.А.,2022-12-18,144
Бобровська С.А.,2023-01-15,320
Бобровська С.А.,2023-02-12,252
Богданець А.В.,2020-12-20,107
Богданець А.В.,2021-01-31,196
Богданець А.В.,2021-02-07,169
Богданець А.В.,2021-02-21,127
Богданець А.В.,2021-02-28,4
Богданець А.В.,2021-03-07,0
Богданець А.В.,2021-03-21,3
Богданець А.В.,2021-04-04,51
Богданець А.В.,2021-04-18,523
Богданець А.В.,2021-05-02,345
Богданець А.В.,2021-05-23,211
Богданець А.В.,2021-06-06,162
Богданець А.В.,2021-06-20,386
Богданець А.В.,2021-07-04,329
Богданець А.В.,2021-07-18,410
Богданець А.В.,2021-07-25,0
Богданець А.В.,2021-08-29,4
Богданець А.В.,2021-09-12,159
Богданець А.В.,2021-09-26,146
Богданець А.В.,2021-10-10,105
Богданець А.В.,2021-10-24,441
Богданець А.В.,2021-11-07,333
Богданець А.В.,2021-11-21,161
Богданець А.В.,2021-12-05,310
Богданець А.В.,2021-12-19,212
Богданець А.В.,2022-01-30,113
Богданець А.В.,2022-02-06,27
Богданець А.В.,2022-02-20,152
Богданець А.В.,2022-02-27,34
Богданець А.В.,2022-04-24,69
Богданець А.В.,2022-05-08,90
Богданець А.В.,2022-05-15,45
Богданець А.В.,2022-05-22,30
Богданець А.В.,2022-06-05,53
Богданець А.В.,2022-06-19,38
Богданець А.В.,2022-06-26,71
Богданець А.В.,2022-07-03,46
Богданець А.В.,2022-07-10,0
Богданець А.В.,2022-07-24,94
Богданець А.В.,2022-07-31,212
Богданець А.В.,2022-08-21,138
Богданець А.В.,2022-09-04,51
Богданець А.В.,2022-09-11,72
Богданець А.В.,2022-09-25,129
Богданець А.В.,2022-10-09,195
Богданець А.В.,2022-10-23,77
Богданець А.В.,2022-11-06,105
Богданець А.В.,2022-11-20,1
Богданець А.В.,2022-12-04,98
Богданець А.В.,2022-12-18,86
Богданець А.В.,2023-01-15,154
Богданець А.В.,2023-02-12,156
Богуцька Є.П.,2020-12-20,0
Богуцька Є.П.,2021-01-31,214
Богуцька Є.П.,2021-02-07,176
Богуцька Є.П.,2021-02-21,175
Богуцька Є.П.,2021-02-28,3
Богуцька Є.П.,2021-03-07,154
Богуцька Є.П.,2021-03-21,380
Богуцька Є.П.,2021-04-04,51
Богуцька Є.П.,2021-04-18,543
Богуцька Є.П.,2021-05-02,206
Богуцька Є.П.,2021-05-23,268
Богуцька Є.П.,2021-06-06,231
Богуцька Є.П.,2021-06-20,383
Богуцька Є.П.,2021-07-04,348
Богуцька Є.П.,2021-07-18,420
Богуцька Є.П.,2021-07-25,9
Богуцька Є.П.,2021-08-29,4
Богуцька Є.П.,2021-09-12,159
Богуцька Є.П.,2021-09-26,158
Богуцька Є.П.,2021-10-10,111
Богуцька Є.П.,2021-10-24,450
Богуцька Є.П.,2021-11-07,367
Богуцька Є.П.,2021-11-21,160
Богуцька Є.П.,2021-12-05,329
Богуцька Є.П.,2021-12-19,214
Богуцька Є.П.,2022-01-30,117
